"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Vehicle_rep1","Vehicle_rep2"
"UBAC2-AS1",73,185,17,80,69,93,152,85,99,109,59,146,27,145,113,51,8,71,51,45,50,18,52
"UBALD1",887,1803,306,1837,940,1083,2273,1245,2051,644,1634,1035,1228,1507,1081,714,336,1176,593,512,761,330,1679
"UBALD2",2854,3492,2326,3415,2053,1560,4830,8088,3933,2312,2891,3161,6448,1774,2242,1686,1669,6323,3494,3361,2811,631,2647
"UBAP1",3291,5953,4010,3297,3737,4723,4820,3437,3145,3907,3032,3046,2584,4823,4021,1740,1063,2697,3683,3328,3498,2602,7481
"UBAP1L",109,201,155,311,343,336,602,732,193,160,188,129,231,1234,177,241,235,318,54,209,143,3,19
"UBAP2",1535,3054,1494,2449,1807,2210,4428,1471,2190,1146,2489,1063,1194,3033,1461,814,442,842,1153,1658,821,817,2924
"UBAP2L",3484,10316,6694,10228,7513,8537,10610,4934,11397,5430,9435,6331,14266,11259,6796,4801,1708,8602,6289,7137,5138,5968,19835
"UBASH3A",8,17,8,10,8,1,1,22,11,16,3,985,0,4,9,21,11,14,11,5,7,0,0
"UBASH3B",769,883,1692,519,532,678,484,287,1565,448,544,264,736,239,699,842,134,2760,703,790,829,520,1337
"UBB",43146,24056,17139,31799,20417,31463,37405,34527,47940,29679,23754,39405,33651,32322,40304,21849,14308,27707,23437,18731,27910,18914,70025
"UBC",18342,57004,37809,37446,38912,35233,30310,22978,50403,23571,33780,35700,37275,26264,20881,40266,11007,45775,33301,23883,41900,20524,77192
"UBD",16,35,321,23,20,33,8,39,42,35,15,149,63,36,31,96,10,16,51,28,83,53,128
"UBE2A",3612,5053,3379,7410,2566,8838,5202,4689,5317,4216,2568,4482,4658,3945,5224,3226,1666,5267,3023,3216,4420,2022,4818
"UBE2B",3200,3507,3120,2823,2794,2342,2288,2681,3382,2899,2415,2428,2300,2166,3319,2420,1370,3967,2169,2255,2511,1067,1829
"UBE2C",3132,2134,355,5254,719,2065,3658,1238,1724,761,4781,1272,2184,505,2156,317,294,1931,813,1187,454,490,1587
"UBE2D1",1108,1212,734,1066,789,1441,1144,557,1057,734,760,516,734,526,927,657,195,964,512,448,676,589,1140
"UBE2D2",6182,7860,4358,8388,5070,6934,7230,5416,6785,6502,5168,5807,6251,5484,6947,3465,1878,6471,4004,3662,4216,2952,7163
"UBE2D3",9442,14861,10249,10999,10472,10714,11272,9153,12031,10262,10312,9257,12128,12470,15905,10889,4473,14580,8714,7337,10252,4855,9842
"UBE2D4",1772,4653,1936,2616,2138,4095,2887,3248,4107,3210,2397,2962,3314,2552,2889,1955,779,2473,1789,1586,2301,463,1348
"UBE2DNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2E1",4824,8845,3989,5430,4549,7779,4114,6633,10840,6864,9327,5736,9052,4438,8306,6060,2096,8655,4893,6716,6320,2478,4622
"UBE2E2",1169,490,1147,1090,1138,1201,2319,770,4805,2107,3003,1026,1602,845,2529,1392,460,1816,852,443,1183,214,501
"UBE2E3",3439,3026,2949,3650,3043,4068,3643,4397,6535,3705,6841,2140,6587,2331,5350,2381,1259,6253,2874,1568,2900,1341,3144
"UBE2E4P",49,25,24,35,18,46,32,33,55,34,77,20,79,25,37,13,18,51,24,21,27,3,7
"UBE2F",1079,1922,2013,1402,1203,1847,1439,1383,2712,1356,1141,1375,1821,1031,1604,1504,505,2227,566,334,1941,381,1025
"UBE2F-SCLY",5,8,4,7,5,5,18,4,7,6,5,2,5,14,5,3,1,5,2,2,6,0,3
"UBE2G1",1733,2558,1796,2687,2367,3750,4756,2143,2568,2004,1701,1949,3245,1908,3164,2193,723,3043,2208,1717,1955,1240,2930
"UBE2G2",2897,4984,2735,6739,3685,3758,8662,7097,4820,2974,4828,3651,5045,10032,4003,3907,1547,4675,4043,4283,2570,1764,5014
"UBE2H",3699,23565,10395,11040,11656,19974,15408,10779,13965,11667,9818,10671,14649,13705,9239,9299,2197,11221,13051,12073,15141,13137,38168
"UBE2I",4130,6434,5181,6799,4557,5356,9676,4612,8388,4947,9704,5486,6021,5698,7045,3571,1616,7717,3680,3781,4138,2938,9072
"UBE2J1",2350,7414,2895,3780,3237,5459,3679,2646,2706,2287,3100,3095,3228,3201,4371,2185,1091,6559,2814,1517,2922,2112,5130
"UBE2J2",2279,3510,1638,3219,1874,2082,3593,2677,3231,2102,2606,2581,3093,3189,2647,1608,716,3838,2503,1963,2553,914,3567
"UBE2K",3622,5073,3993,4151,3150,4536,4080,2823,4238,2712,3380,3058,4664,4055,4977,2979,1144,2742,3505,4838,2839,1779,3368
"UBE2L3",3259,7402,3268,5464,5195,5787,7167,5185,6400,2774,4558,4067,6292,2654,3360,4053,1478,7171,2624,2003,4836,3160,9169
"UBE2L6",4853,10849,4717,9833,4518,4872,3905,5999,13584,4379,3392,5940,7027,5972,4608,5856,1884,7579,4533,3590,9726,1684,6440
"UBE2M",3503,6903,3887,5692,3149,3340,4584,4710,3713,2190,3706,4827,5229,4861,3902,1877,1411,4586,3890,4337,4157,1325,4868
"UBE2MP1",59,94,47,86,43,73,71,58,46,52,95,86,110,101,42,26,35,86,36,61,70,1,10
"UBE2N",5912,6042,4678,6949,4090,6099,5251,5144,8931,3744,5579,5317,7532,4762,7707,3568,2201,7566,3801,2745,4092,3203,7005
"UBE2NL",8,10,3,10,3,6,4,4,8,6,11,6,11,5,7,2,2,11,5,4,5,0,3
"UBE2O",1582,3334,1599,2189,2771,2875,7026,2091,3853,2639,3166,1996,3501,4622,2729,1757,644,2941,1751,1822,1306,1072,4488
"UBE2Q1",2319,4671,4180,3335,3272,4071,3832,2893,5653,3970,4942,3320,4284,3448,3390,2560,843,5227,2417,2630,2673,2109,6186
"UBE2Q2",947,1491,1720,1008,2056,2333,1956,1783,1381,1271,1311,1800,2771,1693,3012,1609,975,3658,1509,1979,2754,1288,2881
"UBE2Q2L",2,1,0,1,1,5,11,9,1,5,6,3,2,3,0,2,0,3,0,1,4,1,4
"UBE2Q2P1",7,27,35,23,30,36,66,23,13,24,16,24,45,112,24,44,12,46,11,46,31,14,36
"UBE2Q2P2",49,31,30,47,42,66,140,37,24,25,35,17,75,86,40,37,11,69,13,86,40,0,2
"UBE2QL1",404,8977,146,48,724,509,780,157,536,450,1198,504,289,450,1141,36,208,76,22,305,139,835,3080
"UBE2R2",4282,6675,4375,5468,5860,5908,10169,3808,5450,3945,6893,3365,3861,3951,5566,2833,1157,3934,4142,4560,3607,2888,7818
"UBE2S",5412,4281,854,4638,1105,2425,4389,2354,2179,1339,2059,2719,4135,963,3405,584,791,2675,1463,1903,1551,646,2704
"UBE2T",2977,1154,354,1980,535,795,1683,432,847,520,2059,875,1138,430,1685,267,216,831,265,895,194,380,1146
"UBE2U",0,2,2,2,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"UBE2V1",280,516,233,275,298,366,541,314,333,269,608,294,331,331,460,353,89,492,342,501,389,49,126
"UBE2V2",2354,3491,2779,2638,2599,3479,4225,1905,3327,2051,2995,2603,4025,2956,3599,2084,909,3274,1461,1493,1911,1176,1837
"UBE2W",828,1648,1771,1704,1308,1618,1422,1031,1821,1254,958,1343,1495,1389,2285,1358,550,2068,932,1242,1505,870,1283
"UBE2Z",3827,6837,5952,5704,4748,5861,4854,4675,7814,4307,3358,4422,7085,7955,4729,4493,1395,7531,2310,2299,5239,3301,10834
"UBE3A",1182,2659,3830,3800,3034,4984,4617,2400,2578,1881,2547,3339,5795,5459,2479,2488,1057,4456,2960,4697,2437,2439,5182
"UBE3B",1224,3637,2036,3357,2442,3102,3117,2493,2656,1472,2049,1794,2539,4784,2184,2187,615,3017,2073,1064,2012,1705,5776
"UBE3C",2338,7647,3742,6001,3652,7468,5468,3276,3427,3486,3939,4929,6283,3520,4479,3317,1177,7161,3449,3447,4062,2203,6845
"UBE3D",269,204,165,166,173,162,394,260,140,125,240,175,141,182,266,140,81,235,113,125,109,86,283
"UBE4A",1825,3463,1029,1987,2250,2858,3119,1100,2437,1752,1737,1455,2550,3873,2662,1762,468,1817,1702,3370,1614,2403,6203
"UBE4B",1135,3673,1942,4314,3533,3069,4968,1563,3222,1998,2560,1569,2821,2142,2550,6041,563,1786,2423,1374,1440,2093,6930
"UBFD1",3415,5648,2005,3836,3298,4900,7486,2466,7530,1721,3885,2474,6255,5626,4493,3618,829,5138,2803,3598,2950,3618,11366
"UBIAD1",1280,1781,1210,1593,1236,1477,1798,1105,2114,1171,1479,1153,2128,1181,1176,1112,597,1507,1329,1218,942,763,2575
"UBL3",2169,4886,3251,4807,7132,8497,22269,5311,6129,6273,4864,4808,6857,3777,5168,4393,1753,5077,3006,4188,6068,3036,7785
"UBL4A",3136,3956,2280,2315,1802,3798,2969,2513,2022,1653,2219,3950,3616,5570,1853,2204,972,3695,2091,2242,2332,1093,4550
"UBL4B",15,20,29,36,38,39,18,55,15,26,20,9,17,100,21,52,28,42,10,2,20,0,0
"UBL5",9668,7289,5749,6460,4004,5425,4453,13896,10915,7660,6930,7651,8245,6513,9202,4741,3635,10904,6063,6479,10025,3155,10864
"UBL7",1264,2127,1790,3249,2165,2502,2979,2303,2847,1562,1612,2503,2212,2607,1480,1418,681,3216,2151,1741,2070,1306,5179
"UBL7-AS1",106,79,36,105,81,112,196,85,98,62,58,124,99,122,85,65,43,123,67,93,86,44,151
"UBLCP1",1641,2335,1505,2163,1636,2687,2038,2015,2229,1623,1479,1700,2414,2028,2388,1326,747,2080,1615,1348,1715,1439,2240
"UBN1",1304,3157,1156,4033,2053,2795,3341,1167,2619,1543,3374,1598,2643,3165,2772,1846,444,4339,1421,1747,1224,1328,4918
"UBN2",526,1640,931,1478,1512,1849,3543,1201,1082,904,1362,778,1302,3460,1194,929,263,1015,695,1605,504,548,1279
"UBOX5",350,803,484,652,784,526,1194,1058,832,606,1152,803,1028,1037,659,495,218,837,767,520,817,299,1139
"UBOX5-AS1",6,9,9,16,21,11,31,64,13,9,16,5,10,46,10,13,6,11,4,10,7,0,2
"UBP1",1542,3418,2232,3017,1479,3875,4957,2886,3931,2694,3012,2862,4105,5011,3233,3274,881,3707,2074,2485,1925,2001,4790
"UBQLN1",5272,7225,5160,6415,6500,7972,9728,4122,8274,4974,7389,5021,8352,6709,7771,3650,1758,8205,4744,6880,5041,4331,11452
"UBQLN2",2504,3402,3114,4895,4453,5779,5834,2181,5727,2874,4077,2243,3654,3278,3446,2767,765,3424,2286,2227,1873,2096,6391
"UBQLN3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"UBQLN4",2279,4194,1301,2147,3252,3893,5950,3375,5004,2669,6034,3316,5626,3842,4572,2743,1024,2697,2340,2840,2278,1446,5223
"UBQLNL",14,23,19,122,9,80,33,74,38,24,2,14,21,148,12,29,5,6,21,29,13,6,22
"UBR1",605,1224,1217,1855,1413,2160,2062,1150,970,681,762,1068,2248,2168,1129,1335,402,2145,996,1723,699,1588,3501
"UBR2",698,1474,1611,1949,1883,1902,2882,1555,2213,1260,1604,1393,1920,2573,2014,2091,543,2211,1107,1741,1251,1405,4021
"UBR3",1186,2413,1768,1727,2550,2352,3117,1409,2324,1225,1484,1172,2407,2873,1944,2025,492,2256,1280,1962,1250,1550,3915
"UBR4",2656,8617,3869,10232,6308,7517,10716,4309,6962,5264,4867,3832,6952,9096,4097,5286,1643,6409,4984,5912,3538,5609,23824
"UBR5",1461,5651,2693,4706,3484,5618,6684,2900,3598,2779,3769,3768,5693,6791,3857,4065,1047,4406,3064,3297,2923,4605,14143
"UBR7",1828,3904,2100,6615,2970,5373,3053,3259,2652,1712,3423,5357,5423,3079,3965,1929,1029,4975,4092,5821,3078,2134,6044
"UBTD1",1055,6320,1121,2615,971,2158,924,997,1299,967,408,2044,1213,826,864,728,283,1933,917,472,1231,996,4707
"UBTD2",2356,2278,1849,1774,1694,2436,3688,1501,2556,1413,2046,1119,3025,1923,2227,1308,344,2680,1635,1410,1417,1692,3649
"UBTF",3622,7625,4381,7659,5090,7379,8647,6886,8418,4365,8015,7592,10888,10411,5594,4610,1469,7010,5581,4027,3455,3346,12546
"UBTFL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN1",4031,5698,3040,4108,4037,4093,4318,4336,8375,2935,5351,3253,3448,4290,3494,2413,1322,4857,2563,2513,3472,2115,9645
"UBXN10",132,26,274,1887,108,729,16,54,44,794,33,527,7,633,140,168,80,106,65,26,46,51,178
"UBXN11",943,3704,844,2570,755,1515,930,2315,1421,2432,546,1372,969,2327,1218,1545,553,1637,924,952,1374,371,1442
"UBXN2A",1197,2071,950,1539,1186,1815,2732,970,1619,1290,1051,1072,1731,1463,1809,1328,353,1788,1262,1216,982,598,1231
"UBXN2B",1506,2781,1748,1510,2280,3215,5152,1607,2839,2095,3015,1558,3470,2777,2928,2471,620,2816,1138,1193,2253,1740,3181
"UBXN4",3413,7958,5990,5873,5305,7245,6485,4941,7765,4829,4137,3822,7526,7734,6908,5544,1855,7606,4762,6653,5571,4690,10196
"UBXN6",4401,10566,3987,3947,5208,5711,9134,8986,14306,7174,6957,5967,6611,6947,5134,4407,2298,8071,7628,5197,8406,2431,12211
"UBXN7",1446,2664,1834,2338,2608,2802,3581,1434,2657,1543,2352,1422,2587,3495,1874,1790,339,2026,1642,2760,972,1236,3160
"UBXN8",153,823,774,640,494,635,779,845,645,523,713,813,724,792,861,651,281,1315,378,333,327,179,408
"UCA1",5,2,0,0,1,6,7,2,0,1,2,79,2,7,0,0,3,0,0,0,0,0,1
"UCHL1",13018,25263,16330,4358,7288,14485,16202,13983,18370,16088,23767,2268,8165,6673,19182,5167,2620,7205,3728,2415,6412,9552,32621
"UCHL1-AS1",2,2,1,0,1,5,0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,2,5
"UCHL3",242,199,279,191,216,302,318,360,352,198,251,247,304,125,260,121,93,626,141,88,304,330,744
"UCHL5",1206,1431,1175,1304,1551,1580,1533,769,1669,879,1843,1266,1527,1532,1505,1039,348,1460,526,2193,935,574,1020
"UCK1",1751,5615,1942,6060,2223,3704,3564,3061,4533,2673,2361,2921,3082,4351,3028,1184,834,3335,2803,2442,2718,1061,4021
"UCK2",1263,2257,1895,1737,1395,1417,2543,1024,1586,729,2943,1928,2398,1253,1671,1019,372,2820,1335,1646,818,616,2084
"UCKL1",1050,1524,619,1769,985,1037,2452,4344,1386,1042,1965,1338,1486,3025,1438,1150,671,1927,608,1754,1547,576,2138
"UCKL1-AS1",13,42,23,43,18,21,110,60,21,22,43,10,22,170,18,19,11,24,14,38,15,4,20
"UCMA",7,0,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"UCN",29,105,97,178,78,102,274,189,225,229,72,54,36,163,153,103,40,93,45,66,53,6,18
"UCN2",13,15,68,10,9,12,187,11,16,22,2,10,11,7,6,16,3,862,0,6,16,16,84
"UCN3",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"UCP1",2,3,2,6,1,6,0,5,2,3,1,0,2,3,1,2,0,1,7,0,1,0,3
"UCP2",1878,6716,4806,7363,4338,4867,2201,1952,5088,3805,3152,4263,1125,2003,5239,5064,875,2045,2100,618,3521,289,1355
"UCP3",159,124,70,143,96,101,162,186,92,76,134,35,132,310,79,60,34,96,37,90,34,23,70
"UEVLD",1209,2082,1212,978,1472,2039,1318,1813,1632,1313,867,559,2070,1810,1506,1021,511,1972,1273,1380,1536,721,1539
"UFC1",3916,5753,3778,3883,3521,4376,2880,4782,6455,4655,5282,5095,4732,4040,4634,3664,1501,5434,3301,2274,4203,2399,7890
"UFL1",1298,1715,1669,1852,2184,2350,2482,1010,1320,1194,1185,1313,861,3365,1783,973,414,1680,1223,1318,1321,945,2037
"UFM1",2770,2722,4843,3807,3709,5005,6421,3149,3278,3407,2915,2709,4047,3040,3510,2335,1482,4552,2101,3666,4100,1777,3251
"UFSP1",136,144,67,65,46,121,94,140,95,97,66,185,91,323,72,65,35,179,40,33,127,23,132
"UFSP2",962,2222,1054,1164,1449,1768,2937,1043,913,847,793,1085,1275,1130,1703,1350,390,2150,1322,916,736,919,2211
"UGCG",1175,1879,5579,2142,1950,1879,2201,1439,4142,2299,1454,2284,4223,1331,1958,2716,1007,3620,2241,4640,3708,240,558
"UGDH",2198,1607,1550,1662,1474,1357,4561,752,1572,817,2326,767,1993,484,2018,1462,315,1237,1328,2265,1124,822,2169
"UGDH-AS1",151,254,95,100,182,318,396,201,107,187,126,111,153,284,199,139,54,79,120,207,121,100,413
"UGGT1",2176,5597,4588,3834,3330,4558,4723,2375,5162,2242,3513,2624,3110,4201,3305,3566,987,5549,2718,3130,2585,4257,9251
"UGGT2",606,491,840,1772,558,1077,2024,992,687,530,753,1003,1663,625,567,401,388,1880,766,1275,627,815,1499
"UGP2",3424,5075,5317,8553,3486,5418,3913,3175,4022,2799,2619,2772,6868,4311,3533,4481,1633,6035,7633,4666,4375,2857,6329
"UGT1A1",0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"UGT1A10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"UGT1A7",0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"UGT1A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"UGT1A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"UGT2A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"UGT2B10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B15",0,0,0,1,0,0,0,0,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0
"UGT2B17",0,1,0,12,0,27,13,3,13,4,3,15,2,11,0,1,1,6,0,0,5,0,0
"UGT2B28",0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B7",0,2,0,0,7,5,12,1,1,1,7,0,0,0,4,1,0,0,0,1,1,4,1
"UGT3A1",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"UGT3A2",0,1,7,45,2,1,1,3,0,5,0,8,0,6,1,3,0,3,1,0,1,0,0
"UGT8",1544,1041,737,2275,11621,3593,15216,338,5060,678,6102,225,346,1027,8041,1482,192,1159,235,157,203,51,125
"UHMK1",1916,4165,5998,3298,4694,4110,2537,1889,4024,3041,2400,3883,3628,6690,4231,2778,844,4861,3090,4665,3422,2202,4219
"UHRF1",861,2548,1271,2377,1664,4296,5852,797,6005,450,10402,2478,3977,1637,1374,657,283,2587,1736,2659,722,555,2431
"UHRF1BP1",733,2487,885,2165,1184,2936,2715,831,1567,886,1234,1035,1834,1622,1419,1589,262,1177,802,1090,862,1154,3469
"UHRF1BP1L",1243,2215,1032,2022,1396,2245,1425,748,1372,793,869,987,1669,1151,1603,1292,326,1330,1062,1005,1046,1093,2294
"UHRF2",1958,3417,948,2142,1383,2743,3126,804,555,816,1891,1292,1298,2505,2363,921,719,1443,2216,3973,753,1215,2926
"UIMC1",2105,1653,985,1329,945,1518,2216,1299,1491,946,1453,1153,1620,1601,1291,884,331,1421,838,1198,743,642,2156
"ULBP1",595,135,204,5,406,481,19,156,7,183,3,37,124,29,243,14,26,18,26,5,63,118,314
"ULBP2",372,398,224,41,141,113,167,107,30,109,88,46,53,33,214,34,31,179,102,37,181,41,127
"ULBP3",82,110,79,6,47,77,53,25,3,32,22,101,33,60,68,22,35,107,139,28,73,91,371
"ULK1",1480,3465,1474,6847,2189,1826,4174,3134,3334,2256,2185,1624,2197,5404,1285,2206,767,2309,1695,979,2240,1696,7336
"ULK2",1745,1851,1203,2882,3190,3779,3890,698,1369,1516,1082,738,1369,3614,1742,1612,388,918,1233,1096,1764,1395,4419
"ULK3",673,1737,1530,1996,1240,2293,2766,5459,1513,1538,1060,2140,1978,6161,1713,1560,1225,2246,1218,2719,1419,611,2230
"ULK4",141,287,242,230,119,549,189,264,302,392,116,179,219,242,193,246,54,189,163,209,336,85,302
"ULK4P1",0,0,1,2,0,2,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
"ULK4P2",1,6,0,9,3,20,3,5,0,3,3,6,1,7,2,2,2,1,5,4,3,0,0
"ULK4P3",3,0,0,33,0,9,0,8,0,0,0,1,3,10,0,4,2,3,1,2,0,8,31
"UMOD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UMODL1",15,3,4,3,19,4,6,43,6,27,7,2,16,33,37,11,5,40,21,5,17,1,5
"UMPS",969,1899,1506,1420,1144,1607,2112,1273,2095,1114,1757,1616,2313,1641,1603,1017,461,1982,1217,1510,1151,812,2539
"UNC119",1170,2594,913,1095,861,1408,1875,1894,2221,1802,1148,1108,1463,1465,1823,1508,555,1869,869,901,1668,630,2318
"UNC119B",3122,5408,2604,5988,2654,4775,3342,4108,4365,3385,3100,3575,6732,6029,3691,4799,1038,7496,4124,2947,3504,3353,10013
"UNC13A",1097,355,66,377,3593,380,618,2481,2533,783,5838,338,1321,1491,2408,905,586,531,520,396,824,76,260
"UNC13B",2955,4063,2400,2010,2768,5890,1158,1954,2427,1821,3234,3354,3996,9643,3044,1812,576,1958,4910,2766,2241,2708,10685
"UNC13C",28,5,3,8,446,5,11,12,32,18,241,45,14,107,361,3,44,8,11,87,5,24,45
"UNC13D",240,819,505,962,530,786,580,1243,1098,1004,256,815,292,1678,540,1348,277,795,409,222,727,10,39
"UNC45A",1371,3321,2735,2857,2321,2766,3276,3632,4043,1827,2184,3391,5752,4807,1715,2921,1175,4132,4202,2210,4278,2731,12752
"UNC45B",2,1,5,2,7,5,2,5,4,13,3,12,2,1,10,6,3,3,1,0,7,0,0
"UNC50",965,2180,1538,1474,1385,1879,1477,2705,2602,2525,1540,1648,1916,2774,2472,1453,985,2934,1297,1654,1839,1102,2288
"UNC5A",369,63,39,406,633,64,385,185,582,92,1900,413,241,1286,669,70,161,233,503,535,123,36,155
"UNC5B",1381,25918,2418,2935,7251,14704,2846,3108,3253,2028,3478,4018,5010,2765,5597,2880,1189,2001,2015,1842,2667,803,3856
"UNC5B-AS1",5,11,24,3,11,2,4,0,6,9,5,60,3,7,4,7,2,9,1,2,14,3,18
"UNC5C",50,152,494,1218,1643,415,628,242,246,75,349,293,1061,808,244,221,84,118,41,42,361,44,109
"UNC5CL",157,120,7,85,108,73,425,281,122,101,178,30,42,269,98,108,31,152,28,80,80,13,41
"UNC5D",12,37,88,10,225,8,41,170,12,82,352,418,1050,177,332,196,139,3148,38,406,6,70,182
"UNC79",342,216,70,389,1069,224,207,337,484,173,1174,289,149,410,1022,329,91,724,210,128,380,121,391
"UNC80",850,151,119,493,798,350,989,1042,1393,612,1033,348,491,1274,1108,712,347,581,340,459,281,92,293
"UNC93A",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC93B1",296,4649,1919,3099,1341,1749,1039,1748,3414,2079,379,3199,1457,1922,782,1861,599,3088,1914,1113,2509,500,1944
"UNCX",1,6,0,3,46,0,2,1,0,40,28,0,0,0,93,0,1,9,1,0,0,1,4
"UNG",1913,4299,2144,6126,1659,2352,1574,2144,3272,1287,3401,2780,3402,3123,2650,3177,678,2821,3167,2069,1962,1332,4210
"UNK",1514,4322,1119,2930,1836,2654,6207,3120,3512,2356,2251,2291,2940,4216,2127,1692,838,2050,1519,1759,1917,1009,4140
"UNKL",267,837,323,507,674,674,2219,1174,741,944,1302,506,734,1721,1020,737,238,762,548,521,526,589,2274
"UOX",16,29,0,13,16,16,8,31,48,36,8,24,17,74,9,44,12,27,8,14,26,6,14
"UPB1",9,9,2,4,17,5,14,27,14,11,9,6,5,10,7,8,0,2,6,3,4,0,2
"UPF1",2692,8041,4221,5940,5395,5377,8278,5816,13074,4420,6633,6201,9159,7588,3782,3527,1453,5707,7375,4173,6351,3042,12569
"UPF2",645,1848,904,1584,1596,2203,1776,936,1325,786,1495,1166,1210,1609,898,935,238,987,923,821,520,1411,3132
"UPF3A",2260,4714,1397,4359,2143,3800,6186,4662,2662,1651,2646,1754,3404,2420,2307,1521,571,2179,1585,2277,1825,612,1493
"UPF3B",382,867,668,1824,949,2063,877,1130,1340,687,1004,600,1073,1353,845,471,172,842,853,755,349,551,1119
"UPK1A",4,7,3,11,4,4,5,15,7,3,3,3,4,5,8,2,2,2,6,4,4,2,2
"UPK1A-AS1",0,0,1,1,1,0,1,1,0,0,0,1,0,4,0,0,0,0,0,2,3,1,3
"UPK1B",3,1,1,3,0,1,7,1,1,1,1,0,0,2,2,0,0,1,4,1,2,1,0
"UPK2",38,56,13,37,14,102,38,22,56,37,72,26,17,17,57,5,17,19,14,12,14,14,45
"UPK3A",4,9,51,96,15,17,23,77,25,66,7,45,3,367,13,10,3,15,17,5,19,0,0
"UPK3B",2,20,11,21,8,6,4,52,7,26,3,5,1,30,7,16,6,5,2,9,14,2,3
"UPP1",1702,5516,4325,9824,1212,4970,666,2411,1049,1894,592,2774,924,1183,1746,1576,599,9125,1680,840,3935,403,1720
"UPP2",13,6,12,1,51,10,34,39,22,73,17,19,3,15,41,8,30,9,42,9,33,4,3
"UPRT",560,1362,709,1073,764,2110,740,599,1174,665,668,862,1056,992,740,846,214,915,892,1277,813,557,1507
"UQCC1",1023,2136,1623,1482,1691,1644,2223,3642,2132,1903,2644,2192,2057,2879,2284,1678,717,2475,1449,1256,2520,1053,3246
"UQCC2",2010,2859,1819,3256,1158,2034,2312,3363,3314,1742,1730,2034,1849,2106,2254,1222,717,2219,978,1138,1589,834,3075
"UQCR10",3759,6047,2168,4916,2566,2963,3115,4678,4645,2736,2910,4260,3875,1855,2628,2830,1555,6116,1481,1173,3841,2014,6549
"UQCR11",4749,5215,2635,2042,2330,2661,3020,9677,6230,4599,4227,4860,5289,2628,4755,2551,2058,5818,2940,2276,5197,3014,9956
"UQCRB",6671,8537,5308,7450,5233,6142,7366,5688,7760,5155,5684,6335,6130,4552,6346,6452,2554,8160,3180,2652,4467,3642,8982
"UQCRBP1",15,16,7,19,10,25,19,7,14,17,16,17,17,15,25,13,6,28,11,10,9,0,9
"UQCRC1",7857,13687,5483,12373,5765,7182,12932,8313,12565,7195,7746,9727,9745,5701,7822,5385,2628,10547,5626,5079,7009,3449,14578
"UQCRC2",6038,5046,2183,7314,4850,5713,7614,6052,7746,3399,6332,5237,7264,5624,7383,6471,2662,7611,4172,7195,5261,2946,9502
